id,year,school,dorm,mode,speed,target_units
3652,2,hs_interdisc,Crothers Memorial,walk,1.5,18
3653,1,hs_social,Donner,walk,1.32,14
3654,4,hs_interdisc,Paloma,bike,4.55,15
3655,3,hs_social,Roble Hall,bike,4.77,14
3656,2,hs_interdisc,Kappa Sigma,bike,5.67,14
3657,2,engineering,Potter,bike,4.14,17
3658,2,hs_social,Robert Moore North,bike,4.58,17
3659,1,hs_humanities,Crothers,electric,7.63,19
3660,4,engineering,Yost,bike,4.33,18
3661,2,hs_natural,Kappa Alpha,walk,1.39,15
3662,1,hs_social,Cardenal,bike,4.85,13
3663,3,doerr,Govco Suites,bike,4.22,14
3664,2,hs_interdisc,Kimball,walk,1.38,13
3665,3,hs_humanities,Govco Suites,bike,5.42,16
3666,2,hs_humanities,Pi Beta Phi,walk,1.64,13
3667,4,hs_interdisc,Gavilan,bike,4.93,15
3668,4,hs_social,Toyon,bike,4.07,12
3669,3,engineering,Toyon,bike,5.49,16
3670,3,hs_natural,Mirrielees,walk,1.49,12
3671,1,engineering,Cedro,bike,5.64,14
3672,2,engineering,Crothers Memorial,walk,1.69,15
3673,4,engineering,Alpha Phi/KKG,bike,5.69,17
3674,4,engineering,Govco Suites,walk,1.51,16
3675,4,hs_natural,Yost,bike,4.58,18
3676,1,engineering,Crothers,bike,4.26,12
3677,1,hs_social,Lantana,bike,5.15,13
3678,4,engineering,EVGR,bike,5.63,14
3679,1,engineering,Ujamaa,walk,1.37,19
3680,4,hs_interdisc,Narnia,walk,1.67,17
3681,2,hs_interdisc,Faisan,bike,5.22,12
3682,1,engineering,Branner,bike,5.12,15
3683,1,hs_natural,Ujamaa,bike,4.29,15
3684,1,hs_social,West Lagunita,bike,4.05,15
3685,1,hs_natural,Mirlo,bike,4.24,16
3686,4,engineering,Ng,bike,4.53,15
3687,1,engineering,Lantana,bike,4.32,16
3688,1,hs_humanities,Potter,bike,5.55,13
3689,3,engineering,Terra,walk,1.51,13
3690,2,hs_interdisc,Otero,walk,1.63,15
3691,1,engineering,Okada,bike,5.04,18
3692,3,hs_natural,Synergy,bike,5.12,15
3693,1,engineering,Larkin,electric,7.52,14
3694,3,hs_humanities,Narnia,bike,4.9,16
3695,1,engineering,Lantana,walk,1.39,14
3696,2,hs_natural,Ujamaa,electric,7.53,14
3697,3,hs_interdisc,Roble Hall,bike,5.35,17
3698,1,hs_natural,Crothers,bike,4.36,18
3699,2,hs_interdisc,Delta Delta Delta,bike,4.4,13
3700,4,engineering,Crothers Memorial,bike,5.42,13
3701,1,hs_humanities,Okada,bike,5.23,16
3702,3,hs_social,Toyon,walk,1.63,17
3703,2,hs_interdisc,Columbae,bike,5.38,14
3704,3,doerr,Mirrielees,bike,5.22,13
3705,3,engineering,Delta Delta Delta,bike,4.98,14
3706,2,engineering,Faisan,bike,4.21,15
3707,1,hs_natural,Castano,bike,5.3,17
3708,4,hs_social,Faisan,bike,4.61,15
3709,4,engineering,550 Lasuen,bike,5.22,16
3710,3,hs_natural,Ng,bike,5.24,16
3711,2,engineering,Roble Hall,bike,4.21,14
3712,2,engineering,Paloma,bike,4.74,13
3713,2,hs_interdisc,Adams,bike,4.85,12
3714,4,engineering,Alpha Phi/KKG,bike,4.15,16
3715,2,hs_natural,Roble Hall,walk,1.6,16
3716,3,hs_natural,Kairos,bike,4.79,15
3717,3,hs_interdisc,Roble Hall,bike,5.39,12
3718,2,hs_interdisc,Murray,bike,5.45,12
3719,1,hs_social,Burbank,walk,1.32,14
3720,3,hs_interdisc,Kimball,bike,5.41,12
3721,4,hs_natural,Kappa Sigma,bike,4.75,17
3722,4,hs_social,Twain,bike,4.59,15
3723,1,hs_interdisc,Branner,bike,5.17,13
3724,2,engineering,Kimball,bike,4.22,13
3725,1,engineering,Branner,bike,4.23,17
3726,1,engineering,Branner,electric,7.28,15
3727,3,hs_natural,Crothers Memorial,bike,5.45,16
3728,1,hs_interdisc,Crothers,bike,4.73,14
3729,3,hs_interdisc,Sigma Nu,bike,4.74,18
3730,4,engineering,Sigma Phi Epsilon,bike,5.12,16
3731,1,hs_interdisc,Cardenal,bike,5.25,14
3732,4,hs_interdisc,EVGR,bike,4.77,16
3733,3,engineering,Alpha Phi/KKG,walk,1.34,12
3734,2,hs_social,Meier,bike,5.33,15
3735,2,hs_humanities,EAST,bike,4.88,17
3736,3,hs_interdisc,Adams,bike,4.29,12
3737,3,engineering,Storey,bike,5.3,12
3738,1,engineering,Potter,bike,5.36,15
3739,4,hs_interdisc,BOB,bike,5.39,12
3740,2,hs_social,Roble Hall,bike,4.53,17
3741,2,engineering,Kappa Alpha,bike,5.37,18
3742,3,hs_social,Ujamaa,bike,5.13,12
3743,2,hs_humanities,Trancos,bike,4.77,15
3744,3,engineering,Sally Ride,walk,1.68,12
3745,2,engineering,Otero,bike,5.4,18
3746,2,hs_natural,Cardenal,bike,4.11,12
3747,4,hs_natural,Potter,bike,5.49,15
3748,2,hs_interdisc,Burbank,bike,4.05,14
3749,2,engineering,Cardenal,bike,5.0,14
3750,4,hs_interdisc,Sally Ride,bike,4.45,13
3751,1,hs_humanities,Larkin,walk,1.56,12
3752,2,hs_natural,Trancos,bike,4.85,16
3753,1,hs_interdisc,Arroyo,walk,1.35,14
3754,2,engineering,EAST,bike,4.79,17
3755,3,hs_natural,Yost,bike,4.98,12
3756,2,hs_interdisc,Adams,bike,5.53,14
3757,2,hs_humanities,Naranja,electric,7.53,14
3758,1,engineering,Ujamaa,bike,5.22,15
3759,4,hs_social,Casa Zapata,bike,4.94,17
3760,3,hs_interdisc,Govco Suites,bike,4.1,12
3761,3,hs_natural,Roble Hall,bike,4.6,16
3762,1,hs_social,Lantana,bike,4.64,13
3763,3,hs_social,550 Lasuen,bike,4.87,15
3764,3,hs_natural,Toyon,bike,4.28,16
3765,3,hs_social,Terra,walk,1.6,14
3766,1,hs_humanities,Robinson,bike,4.34,14
3767,3,hs_humanities,Enchanted Broccoli Forest,bike,4.13,15
3768,3,hs_humanities,Okada,bike,5.2,12
3769,3,hs_interdisc,Adams,bike,4.69,17
3770,1,hs_interdisc,Otero,bike,4.43,13
3771,1,hs_social,Crothers,bike,4.33,15
3772,4,hs_interdisc,Adams,walk,1.3,14
3773,3,hs_interdisc,EVGR,bike,5.66,15
3774,2,hs_interdisc,Ng,walk,1.63,14
3775,2,hs_interdisc,Faisan,bike,4.65,14
3776,3,hs_interdisc,Pluto,bike,5.47,13
3777,2,hs_social,Columbae,electric,6.91,13
3778,2,engineering,Gavilan,walk,1.5,18
3779,3,hs_interdisc,Gavilan,bike,4.34,15
3780,4,engineering,Norcliffe,bike,4.67,15
3781,3,hs_interdisc,Trancos,bike,4.19,16
3782,1,engineering,Otero,bike,4.39,14
3783,1,hs_social,Schiff,bike,4.37,12
3784,4,hs_natural,Yost,bike,5.59,13
3785,3,hs_social,EVGR,bike,4.33,12
3786,3,hs_interdisc,Meier,bike,4.81,14
3787,2,hs_social,Roble Hall,walk,1.49,15
3788,4,hs_social,Burbank,bike,5.73,15
3789,4,engineering,Cardenal,bike,4.43,14
3790,3,hs_social,550 Lasuen,bike,5.34,14
3791,4,hs_interdisc,Norcliffe,bike,4.79,12
3792,2,engineering,Casa Zapata,bike,5.36,13
3793,4,hs_humanities,Mirrielees,walk,1.45,13
3794,3,hs_interdisc,680 Lomita,bike,5.71,13
3795,4,hs_natural,Naranja,bike,4.21,14
3796,4,hs_interdisc,Toyon,electric,6.72,12
3797,1,hs_interdisc,Mirlo,walk,1.63,12
3798,3,engineering,Trancos,bike,4.81,13
3799,2,engineering,Casa Zapata,bike,4.25,18
3800,1,hs_natural,West Lagunita,bike,5.05,15
3801,2,engineering,Roble Hall,bike,4.25,14
3802,3,engineering,Mirrielees,walk,1.34,15
3803,4,engineering,Xanadu,bike,4.93,18
3804,1,hs_social,West Lagunita,bike,4.09,14
3805,3,hs_interdisc,Junipero,bike,4.62,14
3806,3,engineering,Cardenal,walk,1.38,14
3807,3,hs_interdisc,Roble Hall,bike,5.07,12
3808,4,hs_natural,Govco Suites,bike,5.0,13
3809,3,engineering,Roble Hall,bike,4.94,14
3810,2,engineering,Ng,bike,4.91,13
3811,1,hs_interdisc,Branner,bike,5.16,15
3812,4,hs_interdisc,Kimball,bike,4.17,16
3813,4,hs_social,Warehaus,bike,5.63,15
3814,1,engineering,West Lagunita,bike,4.95,15
3815,4,engineering,Xanadu,bike,4.01,17
3816,2,hs_social,Kappa Alpha Theta,walk,1.4,12
3817,1,hs_humanities,Ujamaa,bike,5.24,15
3818,1,engineering,Ujamaa,bike,4.29,17
3819,1,hs_interdisc,Rinconada,bike,5.41,17
3820,3,hs_interdisc,Toyon,bike,4.37,13
3821,3,engineering,EVGR,bike,4.23,15
3822,3,engineering,EVGR,bike,4.12,13
3823,1,hs_interdisc,Castano,bike,5.3,14
3824,1,engineering,Ujamaa,bike,4.68,20
3825,4,hs_natural,Roble Hall,bike,4.81,13
3826,1,hs_natural,Schiff,bike,5.54,14
3827,1,hs_interdisc,Donner,bike,4.07,15
3828,4,hs_humanities,Norcliffe,bike,4.29,19
3829,4,hs_humanities,Junipero,walk,1.53,17
3830,2,engineering,Burbank,bike,5.67,17
3831,4,engineering,Narnia,bike,4.11,14
3832,1,hs_natural,Burbank,bike,5.1,12
3833,1,hs_interdisc,Potter,bike,4.27,15
3834,1,engineering,Crothers,walk,1.43,12
3835,3,engineering,Crothers Memorial,bike,5.58,12
3836,1,hs_humanities,Schiff,walk,1.59,12
3837,1,engineering,West Lagunita,bike,4.52,17
3838,4,hs_social,680 Lomita,bike,4.63,16
3839,1,engineering,Crothers,bike,5.06,16
3840,2,hs_natural,Okada,bike,5.37,14
3841,2,engineering,Sigma Nu,bike,5.58,16
3842,4,engineering,Toyon,bike,4.49,14
3843,2,hs_interdisc,Sally Ride,bike,4.49,12
3844,3,engineering,Pluto,bike,5.04,15
3845,3,hs_interdisc,EVGR,walk,1.44,14
3846,4,hs_interdisc,Kimball,bike,5.54,13
3847,2,engineering,576 Alvarado,bike,5.73,14
3848,2,engineering,Meier,bike,4.13,12
3849,1,hs_natural,Castano,bike,5.21,14
3850,3,hs_natural,Kappa Alpha,bike,5.51,16
3851,4,hs_interdisc,Phi Kappa Psi,bike,4.55,16
3852,4,engineering,Mirrielees,electric,6.61,12
3853,4,engineering,Toussaint,walk,1.39,15
3854,2,hs_humanities,Crothers Memorial,walk,1.58,13
3855,2,hs_social,Potter,bike,5.3,15
3856,3,hs_humanities,Roble Hall,bike,5.31,15
3857,4,hs_social,Mirrielees,bike,5.51,16
3858,4,engineering,Pi Beta Phi,walk,1.59,12
3859,4,hs_natural,Roble Hall,bike,5.23,15
3860,2,engineering,Ujamaa,bike,4.97,17
3861,4,engineering,Mirrielees,bike,5.37,15
3862,1,hs_natural,Cardenal,bike,4.42,13
3863,2,hs_interdisc,Trancos,walk,1.37,16
3864,1,engineering,Branner,bike,5.22,15
3865,2,engineering,Trancos,bike,4.45,17
3866,4,engineering,EVGR,bike,4.19,14
3867,4,hs_interdisc,Kappa Alpha,electric,7.01,16
3868,3,engineering,Kappa Alpha,bike,4.86,13
3869,3,engineering,Adelfa,bike,4.46,16
3870,3,hs_interdisc,Roble Hall,electric,6.22,14
3871,4,engineering,Mirrielees,bike,4.95,15
3872,2,hs_natural,Ujamaa,bike,5.49,17
3873,1,hs_social,Cardenal,walk,1.66,15
3874,4,engineering,Ng,bike,4.25,16
3875,1,hs_natural,Branner,bike,5.05,15
3876,2,engineering,Sigma Nu,bike,5.66,17
3877,4,hs_humanities,Toyon,bike,4.08,17
3878,2,hs_interdisc,Yost,bike,4.97,12
3879,2,engineering,Toyon,bike,5.49,13
3880,1,hs_humanities,Branner,bike,4.58,13
3881,4,hs_interdisc,Crothers Memorial,bike,4.04,15
3882,3,hs_interdisc,Pi Beta Phi,bike,4.7,19
3883,4,engineering,EVGR,bike,4.66,17
3884,2,hs_interdisc,Kappa Sigma,bike,4.93,17
3885,2,hs_social,Crothers Memorial,walk,1.52,13
3886,3,engineering,Cardenal,bike,4.9,12
3887,1,engineering,Branner,bike,4.18,15
3888,1,hs_humanities,Larkin,bike,4.24,12
3889,2,hs_interdisc,Roble Hall,bike,4.49,12
3890,2,engineering,Ng,bike,4.76,19
3891,3,hs_social,Faisan,walk,1.62,13
3892,2,hs_interdisc,Toyon,walk,1.66,12
3893,4,engineering,Mars,bike,5.51,17
3894,4,hs_social,Kappa Alpha,walk,1.4,13
3895,4,engineering,Kimball,walk,1.38,15
3896,4,engineering,Mirrielees,electric,6.56,16
3897,3,engineering,Narnia,bike,4.2,14
3898,2,engineering,Synergy,walk,1.32,16
3899,2,hs_interdisc,Toyon,bike,5.01,15
3900,2,hs_humanities,576 Alvarado,bike,4.55,19
3901,4,hs_natural,Grove,bike,4.13,13
3902,1,engineering,Branner,bike,5.08,18
3903,3,engineering,576 Alvarado,electric,6.89,12
3904,3,hs_interdisc,BOB,bike,4.79,14
3905,4,hs_social,Potter,walk,1.65,12
3906,4,engineering,Xanadu,bike,5.54,16
3907,1,hs_social,Cedro,bike,4.38,14
3908,1,hs_interdisc,Cedro,electric,7.34,13
3909,1,engineering,Lantana,bike,4.68,12
3910,4,engineering,Cardenal,bike,4.12,16
3911,4,hs_natural,Storey,bike,4.09,12
3912,2,engineering,Kimball,bike,4.02,14
3913,2,hs_interdisc,Cardenal,bike,4.36,13
3914,1,hs_interdisc,Cedro,bike,4.06,14
3915,4,engineering,Alpha Phi/KKG,bike,5.53,16
3916,4,hs_social,Enchanted Broccoli Forest,bike,5.07,14
3917,2,engineering,Toyon,bike,5.67,18
3918,4,hs_natural,Mirrielees,bike,4.48,14
3919,3,hs_social,Kimball,walk,1.41,14
3920,2,hs_natural,Cardenal,walk,1.43,15
3921,2,hs_social,Terra,walk,1.41,15
3922,2,hs_social,Roble Hall,bike,4.06,18
3923,4,engineering,Junipero,bike,4.46,18
3924,1,engineering,Branner,bike,5.55,13
3925,3,hs_interdisc,Toyon,bike,5.76,18
3926,3,hs_interdisc,Ujamaa,bike,5.19,13
3927,3,engineering,Kimball,walk,1.58,16
3928,3,hs_social,BOB,walk,1.38,17
3929,4,engineering,Columbae,bike,5.19,14
3930,4,engineering,EVGR,bike,4.75,18
3931,3,engineering,Durand,bike,5.02,13
3932,3,engineering,Meier,bike,5.04,13
3933,1,hs_social,Castano,walk,1.64,13
3934,4,engineering,Pi Beta Phi,bike,4.51,16
3935,1,hs_natural,Lantana,bike,4.96,14
3936,2,hs_interdisc,Sigma Phi Epsilon,walk,1.54,14
3937,2,engineering,Kimball,walk,1.62,16
3938,2,hs_social,Sigma Nu,bike,4.12,12
3939,4,hs_natural,Toyon,walk,1.51,15
3940,2,engineering,Kimball,bike,5.76,12
3941,4,hs_interdisc,Terra,bike,5.0,13
3942,2,hs_natural,Roble Hall,bike,5.05,14
3943,1,hs_natural,West Lagunita,bike,4.74,15
3944,1,engineering,Schiff,walk,1.33,14
3945,1,hs_interdisc,Mirlo,bike,5.27,15
3946,1,doerr,Cedro,bike,4.93,18
3947,1,engineering,Ujamaa,walk,1.52,15
3948,2,hs_social,Roble Hall,bike,4.28,15
3949,3,engineering,Kappa Alpha Theta,bike,4.62,16
3950,4,engineering,Okada,electric,6.26,16
3951,1,engineering,Larkin,walk,1.59,14
3952,3,hs_social,Kappa Alpha Theta,bike,4.61,14
3953,4,hs_interdisc,Robert Moore North,bike,4.67,15
3954,1,hs_interdisc,Castano,walk,1.52,12
3955,2,hs_social,Roble Hall,walk,1.6,13
3956,3,hs_natural,Muwekma-Tah-Ruk,bike,4.51,15
3957,2,engineering,Cardenal,bike,4.56,13
3958,1,hs_interdisc,Donner,bike,5.29,12
3959,1,engineering,Burbank,bike,5.77,12
3960,3,engineering,EAST,bike,4.94,15
3961,4,engineering,Sally Ride,bike,5.51,15
3962,3,doerr,Roble Hall,walk,1.35,13
3963,4,hs_interdisc,Phi Kappa Psi,bike,5.29,14
3964,3,engineering,Toyon,bike,5.09,14
3965,4,hs_humanities,Yost,walk,1.33,13
3966,1,hs_natural,Okada,walk,1.6,16
3967,2,hs_natural,Terra,electric,7.48,17
3968,1,doerr,Lantana,bike,4.48,18
3969,1,hs_natural,Larkin,bike,4.65,12
3970,4,hs_humanities,Govco Suites,bike,5.5,14
3971,3,hs_social,Roble Hall,bike,5.25,14
3972,3,engineering,Kappa Alpha,bike,4.04,17
3973,3,engineering,Kimball,bike,4.05,17
3974,1,engineering,Schiff,electric,7.09,15
3975,2,hs_interdisc,Sally Ride,bike,4.36,12
3976,3,hs_natural,Kappa Alpha Theta,bike,4.87,13
3977,3,engineering,EVGR,bike,5.09,16
3978,4,engineering,Mirrielees,walk,1.36,13
3979,2,hs_interdisc,Meier,bike,5.41,12
3980,4,engineering,Phi Kappa Psi,bike,5.27,14
3981,4,hs_interdisc,EVGR,walk,1.44,15
3982,2,hs_interdisc,Trancos,bike,4.34,15
3983,2,engineering,Okada,bike,4.51,14
3984,4,engineering,EVGR,walk,1.56,17
3985,4,engineering,Adams,bike,5.7,18
3986,3,engineering,Roble Hall,bike,4.62,18
3987,2,hs_interdisc,Norcliffe,bike,5.36,14
3988,3,engineering,Ujamaa,bike,5.54,16
3989,2,engineering,Toyon,walk,1.69,13
3990,4,engineering,Meier,bike,4.47,12
3991,2,engineering,Synergy,walk,1.33,13
3992,2,hs_humanities,Cardenal,bike,4.47,16
3993,3,hs_social,Enchanted Broccoli Forest,walk,1.3,18
3994,3,hs_interdisc,Kimball,bike,4.13,15
3995,3,engineering,Toyon,bike,5.06,14
3996,3,engineering,Norcliffe,bike,4.6,15
3997,1,engineering,Castano,bike,5.23,15
3998,2,hs_humanities,Kappa Alpha Theta,bike,5.35,16
3999,2,engineering,Roble Hall,bike,5.37,14
4000,1,engineering,Soto,walk,1.44,14
4001,4,engineering,Casa Zapata,bike,4.16,16
4002,2,hs_natural,Crothers Memorial,walk,1.39,14
4003,4,engineering,Kimball,walk,1.39,16
4004,4,engineering,Mirrielees,walk,1.63,15
4005,1,hs_social,Lantana,bike,5.35,18
4006,4,engineering,Roble Hall,bike,4.57,13
4007,1,hs_social,Robinson,walk,1.69,13
4008,2,engineering,Junipero,walk,1.54,14
4009,2,engineering,Ujamaa,bike,5.08,14
4010,4,hs_social,Kimball,bike,4.7,14
4011,3,engineering,Kimball,walk,1.37,15
4012,4,hs_social,EVGR,bike,4.51,19
4013,1,engineering,Okada,bike,5.67,15
4014,4,engineering,Norcliffe,bike,4.74,15
4015,4,hs_natural,Cardenal,walk,1.67,16
4016,2,engineering,Potter,electric,6.95,15
4017,1,engineering,Arroyo,bike,4.52,12
4018,3,engineering,Roble Hall,bike,4.01,15
4019,1,hs_social,Ujamaa,bike,5.21,18
4020,2,hs_interdisc,Burbank,bike,4.04,16
4021,3,hs_social,Norcliffe,bike,5.06,16
4022,3,engineering,Govco Suites,walk,1.41,17
4023,2,hs_interdisc,Norcliffe,bike,5.02,17
4024,3,hs_social,Junipero,bike,4.95,17
4025,2,hs_natural,Crothers Memorial,walk,1.6,12
4026,3,hs_interdisc,EVGR,bike,4.73,16
4027,2,hs_interdisc,Sigma Phi Epsilon,walk,1.36,17
4028,3,hs_social,EVGR,bike,5.78,17
4029,1,engineering,Ujamaa,walk,1.38,14
4030,2,hs_interdisc,Kappa Alpha Theta,walk,1.52,13
4031,1,engineering,Arroyo,bike,5.16,16
4032,1,hs_social,Rinconada,walk,1.44,15
4033,1,engineering,Castano,bike,5.61,13
4034,3,doerr,Roble Hall,bike,5.17,13
4035,4,engineering,Jerry,bike,4.46,14
4036,3,engineering,Meier,bike,4.27,19
4037,2,hs_interdisc,Burbank,electric,7.82,16
4038,3,hs_social,Crothers Memorial,bike,5.53,14
4039,4,engineering,EVGR,electric,6.31,14
4040,4,engineering,Naranja,bike,4.74,19
4041,3,hs_humanities,Crothers Memorial,bike,5.02,15
4042,1,hs_interdisc,Burbank,bike,4.02,12
4043,1,engineering,Soto,electric,7.27,14
4044,1,engineering,Crothers,bike,4.35,14
4045,3,engineering,Roble Hall,bike,4.14,14
4046,2,hs_social,Crothers Memorial,bike,5.19,14
4047,1,engineering,Crothers,walk,1.69,18
4048,3,engineering,Cardenal,bike,5.3,13
4049,1,engineering,Soto,bike,4.11,13
4050,1,hs_natural,Casa Zapata,bike,4.69,15
4051,3,hs_social,Trancos,electric,6.58,19
4052,4,hs_natural,EVGR,bike,5.26,16
4053,3,engineering,Sally Ride,bike,5.46,16
4054,1,engineering,Alondra,walk,1.66,13
4055,1,hs_social,Branner,bike,4.41,16
4056,3,hs_social,Junipero,bike,5.65,15
4057,4,hs_humanities,Govco Suites,bike,4.31,16
4058,4,hs_natural,Sigma Phi Epsilon,bike,5.27,15
4059,1,hs_interdisc,Branner,walk,1.52,13
4060,4,hs_interdisc,Durand,walk,1.64,17
4061,3,hs_interdisc,Columbae,bike,5.34,16
4062,2,hs_humanities,Ng,bike,4.56,13
4063,2,hs_natural,Roble Hall,electric,6.17,13
4064,1,hs_interdisc,Schiff,bike,5.34,12
4065,1,hs_interdisc,Castano,bike,4.93,12
4066,4,engineering,Mirrielees,bike,4.27,13
4067,2,hs_social,Toyon,bike,5.37,16
4068,2,hs_humanities,Twain,bike,5.55,13
4069,2,hs_natural,Pi Beta Phi,bike,4.87,14
4070,3,engineering,Mirrielees,bike,4.71,12
4071,4,hs_interdisc,Kimball,bike,4.84,13
4072,3,engineering,Junipero,bike,4.84,17
4073,3,engineering,Murray,bike,5.63,15
4074,1,hs_humanities,Alondra,electric,7.66,16
4075,1,hs_humanities,Castano,bike,4.43,12
4076,4,hs_social,Ujamaa,bike,5.19,15
4077,4,hs_interdisc,Cardenal,electric,6.89,16
4078,1,engineering,Robinson,bike,5.43,14
4079,1,hs_social,Cardenal,bike,5.79,14
4080,1,engineering,Robinson,bike,4.14,17
4081,4,hs_social,550 Lasuen,bike,5.31,17
4082,2,engineering,Casa Zapata,bike,4.85,17
4083,2,hs_social,Loro,bike,4.29,14
4084,4,engineering,Murray,electric,6.95,12
4085,3,engineering,Roble Hall,bike,4.42,12
4086,3,engineering,Crothers Memorial,bike,4.81,12
4087,1,hs_social,Burbank,bike,5.51,15
4088,1,engineering,West Lagunita,bike,4.6,15
4089,4,engineering,Sigma Phi Epsilon,bike,5.71,13
4090,3,hs_interdisc,EVGR,electric,7.59,12
4091,2,hs_natural,Sally Ride,bike,5.44,15
4092,1,engineering,Soto,bike,4.08,12
4093,1,hs_interdisc,Donner,bike,4.25,17
4094,4,hs_social,EVGR,bike,4.29,14
4095,3,engineering,EVGR,bike,5.45,17
4096,3,hs_interdisc,Columbae,bike,4.43,15
4097,3,hs_social,Ng,walk,1.33,14
4098,1,doerr,Otero,walk,1.59,15
4099,2,engineering,Delta Delta Delta,bike,4.07,15
4100,2,hs_interdisc,Burbank,bike,5.68,15
4101,4,hs_social,Kappa Alpha Theta,bike,4.85,14
4102,2,hs_social,Muwekma-Tah-Ruk,walk,1.49,15
4103,1,engineering,Burbank,bike,4.68,16
4104,4,engineering,Enchanted Broccoli Forest,bike,4.97,12
4105,1,hs_interdisc,Lantana,bike,4.2,13
4106,3,engineering,Toussaint,walk,1.54,14
4107,1,engineering,Branner,bike,5.27,16
4108,1,hs_natural,Mirlo,bike,5.23,15
4109,4,engineering,Mirrielees,bike,4.27,14
4110,4,hs_interdisc,Burbank,bike,4.26,13
4111,1,hs_natural,Alondra,walk,1.68,14
4112,2,hs_interdisc,Gavilan,bike,4.6,12
4113,4,engineering,Crothers Memorial,bike,5.36,15
4114,4,hs_humanities,Govco Suites,electric,7.25,18
4115,3,engineering,Okada,bike,4.65,17
4116,2,engineering,Phi Kappa Psi,bike,4.38,14
4117,1,hs_humanities,Castano,bike,4.48,15
4118,1,hs_interdisc,Schiff,bike,5.79,18
4119,2,hs_social,Okada,bike,4.77,17
4120,2,engineering,Pi Beta Phi,bike,4.26,16
4121,1,engineering,Rinconada,walk,1.63,16
4122,1,hs_interdisc,Lantana,bike,5.03,15
4123,2,hs_social,Ujamaa,bike,4.33,17
4124,2,engineering,Ng,bike,5.5,19
4125,2,hs_interdisc,Faisan,bike,4.47,16
4126,3,engineering,Synergy,bike,4.28,17
4127,2,engineering,Toyon,bike,4.82,12
4128,4,engineering,Toyon,bike,4.4,14
4129,4,hs_social,Govco Suites,bike,4.31,13
4130,4,engineering,Ujamaa,walk,1.6,13
4131,4,engineering,Pi Beta Phi,walk,1.67,15
4132,3,engineering,Okada,walk,1.63,14
4133,4,engineering,Columbae,bike,4.09,17
4134,2,hs_interdisc,Roble Hall,bike,5.01,14
4135,1,engineering,Crothers,walk,1.32,17
4136,1,hs_natural,Potter,walk,1.53,15
4137,1,doerr,Donner,walk,1.64,16
4138,3,hs_social,Warehaus,bike,4.89,13
4139,3,engineering,Cardenal,bike,4.15,12
4140,2,hs_humanities,Casa Zapata,bike,5.49,13
4141,4,hs_interdisc,Kappa Sigma,walk,1.44,12
4142,1,engineering,Schiff,bike,4.92,16
4143,3,engineering,Mirrielees,bike,4.49,12
4144,2,hs_humanities,Adams,bike,5.64,19
4145,1,hs_interdisc,Ujamaa,bike,4.95,15
4146,3,doerr,Trancos,bike,5.43,14
4147,1,hs_humanities,Cardenal,bike,4.03,13
4148,1,engineering,Arroyo,walk,1.56,12
4149,4,hs_natural,Twain,bike,4.91,14
4150,4,hs_social,Sigma Nu,walk,1.36,12
4151,1,engineering,Cedro,bike,4.22,12
4152,4,hs_humanities,Toyon,bike,4.57,16
4153,3,hs_natural,Warehaus,bike,4.27,16
4154,1,hs_social,Donner,walk,1.58,19
4155,4,engineering,Cardenal,walk,1.41,14
4156,2,engineering,Synergy,walk,1.44,14
4157,3,engineering,EVGR,bike,4.01,15
4158,4,engineering,Govco Suites,walk,1.36,20
4159,4,engineering,Gavilan,bike,4.95,16
4160,1,hs_humanities,Mirlo,bike,4.58,15
4161,3,engineering,Kappa Sigma,bike,4.21,17
4162,3,engineering,Potter,bike,5.41,15
4163,4,engineering,EVGR,walk,1.41,15
4164,1,hs_interdisc,Mirlo,bike,5.36,19
4165,2,engineering,Delta Delta Delta,bike,4.89,12
4166,1,engineering,Soto,bike,5.79,16
4167,2,hs_social,Kimball,bike,5.22,14
4168,2,engineering,Roble Hall,bike,4.37,16
4169,4,hs_natural,Mirrielees,bike,4.25,12
4170,2,hs_interdisc,Junipero,walk,1.67,13
4171,3,hs_natural,576 Alvarado,bike,5.35,13
4172,4,engineering,Roble Hall,bike,5.04,13
4173,2,engineering,Adelfa,electric,6.58,14
4174,1,hs_interdisc,Lantana,bike,4.24,12
4175,1,engineering,Ujamaa,bike,5.37,13
4176,1,hs_natural,Donner,bike,5.11,13
4177,2,engineering,EAST,bike,5.77,16
4178,3,hs_interdisc,Potter,bike,4.76,16
4179,1,engineering,Lantana,bike,5.45,16
4180,3,hs_humanities,Loro,walk,1.31,15
4181,4,hs_natural,Columbae,bike,5.45,15
4182,1,engineering,Burbank,bike,5.12,18
4183,1,engineering,Ujamaa,bike,4.92,17
4184,4,engineering,Meier,walk,1.31,13
4185,3,engineering,Gavilan,bike,4.78,13
4186,1,hs_natural,Otero,bike,5.26,19
4187,1,hs_humanities,Donner,bike,4.97,12
4188,4,hs_social,Otero,bike,5.72,17
4189,3,engineering,Norcliffe,walk,1.63,15
4190,4,engineering,EVGR,electric,7.35,15
4191,2,engineering,Otero,walk,1.32,13
4192,2,engineering,Casa Zapata,bike,5.69,16
4193,4,hs_humanities,Grove,bike,5.11,19
4194,2,hs_social,EAST,walk,1.6,13
4195,4,hs_humanities,Pluto,bike,5.69,17
4196,1,hs_interdisc,Arroyo,bike,5.47,15
4197,4,hs_interdisc,EVGR,bike,5.11,15
4198,3,engineering,Burbank,walk,1.5,14
